key	host	time	test	card	backend	build	parameter	value	unit	note
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d65536:tg	system-c	2026-08-23T21:46:13+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d65536:tg	58.73	t/s generation	peak 7729 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d65536:vram	system-c	2026-08-23T21:46:13+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d65536:vram	7729	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d131072:pp	system-c	2026-08-23T21:47:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d131072:pp	2052.83	t/s prefill	peak 9767 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d131072:tg	system-c	2026-08-23T21:47:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d131072:tg	46.28	t/s generation	peak 9767 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d131072:vram	system-c	2026-08-23T21:47:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d131072:vram	9767	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d262144	system-c	2026-08-23T21:47:11+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d0:pp	system-c	2026-08-23T21:47:16+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d0:pp	4357.61	t/s prefill	peak 5665 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d0:tg	system-c	2026-08-23T21:47:16+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d0:tg	79.72	t/s generation	peak 5665 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d0:vram	system-c	2026-08-23T21:47:16+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d0:vram	5665	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-23T21:47:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d4096:pp	4179.09	t/s prefill	peak 5737 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d4096:tg	system-c	2026-08-23T21:47:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d4096:tg	78.70	t/s generation	peak 5737 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d4096:vram	system-c	2026-08-23T21:47:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d4096:vram	5737	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d8192:pp	system-c	2026-08-23T21:47:29+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d8192:pp	4047.06	t/s prefill	peak 5801 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d8192:tg	system-c	2026-08-23T21:47:29+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d8192:tg	77.32	t/s generation	peak 5801 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d8192:vram	system-c	2026-08-23T21:47:29+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d8192:vram	5801	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d16384:pp	system-c	2026-08-23T21:47:39+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d16384:pp	3782.25	t/s prefill	peak 5937 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d16384:tg	system-c	2026-08-23T21:47:39+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d16384:tg	74.96	t/s generation	peak 5937 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d16384:vram	system-c	2026-08-23T21:47:39+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d16384:vram	5937	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d32768:pp	system-c	2026-08-23T21:47:53+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d32768:pp	3341.70	t/s prefill	peak 6209 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d32768:tg	system-c	2026-08-23T21:47:53+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d32768:tg	70.59	t/s generation	peak 6209 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d32768:vram	system-c	2026-08-23T21:47:53+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d32768:vram	6209	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d65536:pp	system-c	2026-08-23T21:48:19+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d65536:pp	2713.53	t/s prefill	peak 6763 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d65536:tg	system-c	2026-08-23T21:48:19+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d65536:tg	62.97	t/s generation	peak 6763 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d65536:vram	system-c	2026-08-23T21:48:19+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d65536:vram	6763	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d131072:pp	system-c	2026-08-23T21:49:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d131072:pp	1941.50	t/s prefill	peak 8039 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d131072:tg	system-c	2026-08-23T21:49:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d131072:tg	51.82	t/s generation	peak 8039 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d131072:vram	system-c	2026-08-23T21:49:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d131072:vram	8039	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d262144:pp	system-c	2026-08-23T21:51:38+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d262144:pp	1181.58	t/s prefill	peak 10855 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d262144:tg	system-c	2026-08-23T21:51:38+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d262144:tg	38.08	t/s generation	peak 10855 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:q8_0:d262144:vram	system-c	2026-08-23T21:51:38+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:q8_0:d262144:vram	10855	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:pp	system-c	2026-08-23T21:51:45+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:pp	11665.35	t/s prefill	peak 2249 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:tg	system-c	2026-08-23T21:51:45+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:tg	196.06	t/s generation	peak 2249 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:vram	system-c	2026-08-23T21:51:45+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d0:vram	2249	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:pp	system-c	2026-08-23T21:51:48+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:pp	9102.48	t/s prefill	peak 2941 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:tg	system-c	2026-08-23T21:51:48+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:tg	163.40	t/s generation	peak 2941 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:vram	system-c	2026-08-23T21:51:48+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d4096:vram	2941	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:pp	system-c	2026-08-23T21:51:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:pp	7344.22	t/s prefill	peak 3367 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:tg	system-c	2026-08-23T21:51:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:tg	140.68	t/s generation	peak 3367 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:vram	system-c	2026-08-23T21:51:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d8192:vram	3367	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:pp	system-c	2026-08-23T21:51:59+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:pp	5120.03	t/s prefill	peak 4263 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:tg	system-c	2026-08-23T21:51:59+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:tg	110.05	t/s generation	peak 4263 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:vram	system-c	2026-08-23T21:51:59+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d16384:vram	4263	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:pp	system-c	2026-08-23T21:52:12+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:pp	2997.28	t/s prefill	peak 6055 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:tg	system-c	2026-08-23T21:52:12+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:tg	76.75	t/s generation	peak 6055 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:vram	system-c	2026-08-23T21:52:12+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d32768:vram	6055	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:pp	system-c	2026-08-23T21:52:44+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:pp	1659.87	t/s prefill	peak 9645 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:tg	system-c	2026-08-23T21:52:44+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:tg	47.78	t/s generation	peak 9645 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:vram	system-c	2026-08-23T21:52:44+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d65536:vram	9645	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d131072	system-c	2026-08-23T21:52:46+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:f16:d262144	system-c	2026-08-23T21:52:47+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:pp	system-c	2026-08-23T21:52:50+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:pp	10879.63	t/s prefill	peak 2239 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:tg	system-c	2026-08-23T21:52:50+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:tg	189.81	t/s generation	peak 2239 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:vram	system-c	2026-08-23T21:52:50+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d0:vram	2239	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-23T21:52:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:pp	8547.30	t/s prefill	peak 2705 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:tg	system-c	2026-08-23T21:52:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:tg	165.45	t/s generation	peak 2705 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:vram	system-c	2026-08-23T21:52:53+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d4096:vram	2705	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:pp	system-c	2026-08-23T21:52:57+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:pp	7001.72	t/s prefill	peak 2921 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:tg	system-c	2026-08-23T21:52:57+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:tg	147.73	t/s generation	peak 2921 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:vram	system-c	2026-08-23T21:52:57+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d8192:vram	2921	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:pp	system-c	2026-08-23T21:53:03+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:pp	4775.63	t/s prefill	peak 3397 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:tg	system-c	2026-08-23T21:53:03+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:tg	123.29	t/s generation	peak 3397 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:vram	system-c	2026-08-23T21:53:03+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d16384:vram	3397	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:pp	system-c	2026-08-23T21:53:16+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:pp	2779.03	t/s prefill	peak 4349 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:tg	system-c	2026-08-23T21:53:16+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:tg	92.28	t/s generation	peak 4349 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:vram	system-c	2026-08-23T21:53:16+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d32768:vram	4349	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:pp	system-c	2026-08-23T21:53:47+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:pp	1520.95	t/s prefill	peak 6343 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:tg	system-c	2026-08-23T21:53:47+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:tg	60.93	t/s generation	peak 6343 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:vram	system-c	2026-08-23T21:53:47+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d65536:vram	6343	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:pp	system-c	2026-08-23T21:55:29+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:pp	717.56	t/s prefill	peak 10479 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:tg	system-c	2026-08-23T21:55:29+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:tg	36.00	t/s generation	peak 10479 MiB VRAM during the run
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:vram	system-c	2026-08-23T21:55:29+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d131072:vram	10479	MiB peak	
context_depth||cuda|unknown|Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d262144	system-c	2026-08-23T21:55:30+0200	context_depth		cuda	unknown	Llama-3.2-3B-Instruct-Q4_K_M:q8_0:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d0:pp	system-c	2026-08-23T21:55:47+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d0:pp	4394.94	t/s prefill	peak 5633 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d0:tg	system-c	2026-08-23T21:55:47+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d0:tg	80.96	t/s generation	peak 5633 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d0:vram	system-c	2026-08-23T21:55:47+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d0:vram	5633	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d4096:pp	system-c	2026-08-23T21:55:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d4096:pp	4267.46	t/s prefill	peak 5755 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d4096:tg	system-c	2026-08-23T21:55:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d4096:tg	79.23	t/s generation	peak 5755 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d4096:vram	system-c	2026-08-23T21:55:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d4096:vram	5755	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d8192:pp	system-c	2026-08-23T21:56:00+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d8192:pp	4170.36	t/s prefill	peak 5879 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d8192:tg	system-c	2026-08-23T21:56:00+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d8192:tg	77.44	t/s generation	peak 5879 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d8192:vram	system-c	2026-08-23T21:56:00+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d8192:vram	5879	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d16384:pp	system-c	2026-08-23T21:56:09+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d16384:pp	3866.13	t/s prefill	peak 6135 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d16384:tg	system-c	2026-08-23T21:56:09+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d16384:tg	74.13	t/s generation	peak 6135 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d16384:vram	system-c	2026-08-23T21:56:09+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d16384:vram	6135	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:pp	system-c	2026-08-23T21:56:24+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:pp	3456.55	t/s prefill	peak 6647 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:tg	system-c	2026-08-23T21:56:24+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:tg	68.33	t/s generation	peak 6647 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:vram	system-c	2026-08-23T21:56:24+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:vram	6647	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:pp	system-c	2026-08-23T21:56:50+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:pp	2815.75	t/s prefill	peak 7681 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:tg	system-c	2026-08-23T21:56:50+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:tg	59.08	t/s generation	peak 7681 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:vram	system-c	2026-08-23T21:56:50+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:vram	7681	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:pp	system-c	2026-08-23T21:57:45+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:pp	2046.58	t/s prefill	peak 9719 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:tg	system-c	2026-08-23T21:57:46+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:tg	46.50	t/s generation	peak 9719 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:vram	system-c	2026-08-23T21:57:46+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:vram	9719	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:f16:d262144	system-c	2026-08-23T21:57:48+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:pp	system-c	2026-08-23T21:57:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:pp	4333.48	t/s prefill	peak 5617 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:tg	system-c	2026-08-23T21:57:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:tg	80.32	t/s generation	peak 5617 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:vram	system-c	2026-08-23T21:57:53+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:vram	5617	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-23T21:57:59+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:pp	4167.10	t/s prefill	peak 5689 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:tg	system-c	2026-08-23T21:57:59+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:tg	79.29	t/s generation	peak 5689 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:vram	system-c	2026-08-23T21:57:59+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:vram	5689	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:pp	system-c	2026-08-23T21:58:06+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:pp	4049.82	t/s prefill	peak 5753 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:tg	system-c	2026-08-23T21:58:06+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:tg	77.91	t/s generation	peak 5753 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:vram	system-c	2026-08-23T21:58:06+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:vram	5753	MiB peak	
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:pp	system-c	2026-08-23T21:58:16+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:pp	3816.96	t/s prefill	peak 5889 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:tg	system-c	2026-08-23T21:58:16+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:tg	75.49	t/s generation	peak 5889 MiB VRAM during the run
context_depth||cuda|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:vram	system-c	2026-08-23T21:58:16+0200	context_depth		cuda	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:vram	5889	MiB peak	
